Name,Designation,Company,Country,LinkedIn ID,LinkedIn URL,Match Status,Confidence,Match Evidence,Source URL
Chandershekhar Sharma,DMD (Transaction Banking),State Bank of India,India,chandershekhar-sharma-1a52a225,https://www.linkedin.com/in/chandershekhar-sharma-1a52a225/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/chandershekhar-sharma-1a52a225/; margin=0.30,https://globalfintechfest.com/speakers
Dipesh Karki,Co-Founder & CTO,LenDenClub,India,deepeshkarkee,https://www.linkedin.com/in/deepeshkarkee/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Dilip Modi,Founder & CEO,Spice Money,India,dilipmodi,https://www.linkedin.com/in/dilipmodi/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/dilipmodi/; margin=0.40,https://globalfintechfest.com/speakers
Dipesh Shah,Executive Director,International Financial Services Centres Authority,India,dr-dipesh-shah-38606118,https://www.linkedin.com/in/dr-dipesh-shah-38606118/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Brajesh Khandelwal,EVP & Business Head Lending,Intellect Design Arena,India,brajesh-khandelwal-839b291a,https://www.linkedin.com/in/brajesh-khandelwal-839b291a/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Gautam Aggarwal,Division President South Asia,Mastercard,India,gautamagg,https://www.linkedin.com/in/gautamagg/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
D Surendran,Executive Director,Punjab National Bank,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/d-surendran-269489173/; margin=0.00,https://globalfintechfest.com/speakers
Deep Agrawal,Head of Payments,PhonePe,India,deepagrawal1,https://www.linkedin.com/in/deepagrawal1/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/deepagrawal1/; margin=1.00,https://globalfintechfest.com/speakers
Girish Budhiraja,Chief Sales & Marketing Officer,SBI Cards & Payment Services Limited,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Ganesh Ananthanarayanan,Executive Director-Business Operations,Airtel Payments Bank,India,ganesh-ananthanarayanan-537884,https://www.linkedin.com/in/ganesh-ananthanarayanan-537884/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/ganesh-ananthanarayanan-537884/; margin=1.00,https://globalfintechfest.com/speakers
Goverdhan Singh Rawat,Deputy Managing Director,National Bank for Agriculture and Rural Development,India,goverdhan-rawat-48281b31,https://www.linkedin.com/in/goverdhan-rawat-48281b31/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Ishan Shah,Lead - M&A and Strategy,The Fintech Meetup,India,ishanshah26,https://www.linkedin.com/in/ishanshah26/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Guhan Muthuswamy,Co-Founder & Software Architect,Mindgate Solutions Pvt. Ltd,India,guhan-m-8447bab,https://www.linkedin.com/in/guhan-m-8447bab/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Parthasarathi Patnaik,Chief Risk & Data Officer,Vayana,India,parthasarathi-patnaik-426318,https://www.linkedin.com/in/parthasarathi-patnaik-426318/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Deepak Mendiratta,"Chief Executive Officer, PayU Finance",PayU Finance,India,deepak-mendiratta-5a7b02,https://www.linkedin.com/in/deepak-mendiratta-5a7b02/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Dusmanta Kesari Patra,General Manager,Punjab National Bank,India,dusmanta-patra-08048315,https://www.linkedin.com/in/dusmanta-patra-08048315/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Pallavi Shrivastava,Co-founder,Progcap,India,pallavishrivastava,https://www.linkedin.com/in/pallavishrivastava/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Deepak Shenoy,Founder & CEO,Capitalmind Mutual Fund,India,deepakshenoy,https://www.linkedin.com/in/deepakshenoy/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/deepakshenoy/; margin=1.00,https://globalfintechfest.com/speakers
Frances Choo,Group Head - Products & Partnerships,NTT DATA Payment Services,Malaysia,frances-choo-aba09264,https://www.linkedin.com/in/frances-choo-aba09264/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/frances-choo-aba09264/; margin=1.00,https://globalfintechfest.com/speakers
Pratekk Agarwaal,Founder & GP,GrowthCap Ventures,India,pratekk,https://www.linkedin.com/in/pratekk/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/pratekk/; margin=1.00,https://globalfintechfest.com/speakers
Pankaj Singh,Co-founder & Partner,Aagama Ventures,India,pankaj-singh-6546ab2b,https://www.linkedin.com/in/pankaj-singh-6546ab2b/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Guhaprasath Rajagopal,"Head of Payments, India",J.P. Morgan,India,guhaprasathr,https://www.linkedin.com/in/guhaprasathr/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Pankaj Dinesh Gadgil,MD & CEO,Aditya Birla Housing Finance Ltd.,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Nirav Prajapati,"Co Founder, CEO",Ignosis AI,India,niravprajapati1,https://www.linkedin.com/in/niravprajapati1/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Rajeev Ranka,Partner,IF Asia / SMBC ARF,India,rajeevranka,https://www.linkedin.com/in/rajeevranka/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Pratik Bhakta,Senior Editor,The Arc Web,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Rajesh Pai Fondekar,"Group Vice President & Head of Product Management, Digital Financial Solutions",Comviva Technologies,India,rajesh-fondekar-98a85743,https://www.linkedin.com/in/rajesh-fondekar-98a85743/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Hari Menon,"Partner & EVP | Global Delivery & Business Head - AI, Wealth, & Capital Markets",Intellect Design Arena,United Kingdom,harinmenon,https://www.linkedin.com/in/harinmenon/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
G Sivakumar,Porfessor,IIT Bombay,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/g-sivakumar-5363a4246/; margin=1.00,https://globalfintechfest.com/speakers
Hitesh Sethia,Managing Director and Chief Executive Officer,JioFinance,India,hitesh03,https://www.linkedin.com/in/hitesh03/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Indraneel Ajitkumar Pandit,Chief Digital Officer,The Federal Bank Limited,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Saravanan Nattanmai,Managing Partner,Premji Invest,India,saravanan-nattanmai-270b9410,https://www.linkedin.com/in/saravanan-nattanmai-270b9410/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Raul Rebello,CEO & MD,Mahindra & Mahindra Financial Services,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Maitreya Wagh,Co-Founder & CEO,Bolna,India,maitreya-wagh,https://www.linkedin.com/in/maitreya-wagh/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Ganesh AR,Group Chief Technology Officer,JioFinance,India,ganesh-ar-8353741,https://www.linkedin.com/in/ganesh-ar-8353741/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sagrika Shah,Principal,Aagama Ventures,India,sagrikashah,https://www.linkedin.com/in/sagrikashah/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Salila Pande,Managing Director & CEO,SBI Cards,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/salila-pande-1145035a/; margin=1.00,https://globalfintechfest.com/speakers
Rajendran Narayanan,Executive Advisor,Nextent Labs Private Limited,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/nrajendran74/; margin=0.00,https://globalfintechfest.com/speakers
Ishan Sharma,Head of Sales and Business Development,Juspay Technologies,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Ravi Pangal,Chief Information Officer,IndusInd Bank,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Sanjay Tripathy,Co-Founder & CEO,BRISKPE,India,tripathysanjay,https://www.linkedin.com/in/tripathysanjay/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Kalpana Ajayan,Regional Head - South Asia,Women's World Banking,India,kalpana-ajayan-5436766,https://www.linkedin.com/in/kalpana-ajayan-5436766/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/kalpana-ajayan-5436766/; margin=1.00,https://globalfintechfest.com/speakers
Jason Chan,Government Relations Lead APAC,Sumsub,Singapore,,,ambiguous,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/jason-c-chan/; margin=0.00,https://globalfintechfest.com/speakers
Shubhanga Prasad,Co-founder & Partner,Aagama Ventures,United Kingdom,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Sujay Kumar Yadav,Managing Director & CEO,SBI Payment Services Private Limited,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Jeremy Tan,CEO,Liquid Group,Singapore,jeremytankle,https://www.linkedin.com/in/jeremytankle/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/jeremytankle/; margin=1.00,https://globalfintechfest.com/speakers
Tripti Tandon,Chief Revenue Officer,Data Sutram,India,tripti-tandon-6b00b21a,https://www.linkedin.com/in/tripti-tandon-6b00b21a/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Tanya Naik,CBO Online and Omnichannel Business,Pine Labs,India,tanya-naik-8b78329,https://www.linkedin.com/in/tanya-naik-8b78329/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vasanth Jeyapaul,Chief Executive Officer,CAMSPay,India,vasanth-jeyapaul,https://www.linkedin.com/in/vasanth-jeyapaul/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vijay Rajagopal,Vice President - Growth,Nugget by Zomato,India,vijayrajagopal,https://www.linkedin.com/in/vijayrajagopal/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Joydeep Dutta Roy,Executive Director,Indian Overseas Bank,India,joydeep-dutta-roy-32b25b208,https://www.linkedin.com/in/joydeep-dutta-roy-32b25b208/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/joydeep-dutta-roy-32b25b208/; margin=0.20,https://globalfintechfest.com/speakers
Ketan Doshi,Managing Director & CEO,Pay Point India Network,India,ketan-doshi-a7863bab,https://www.linkedin.com/in/ketan-doshi-a7863bab/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vikas Panwar,Country Business Manager - India,GLEIF (GLobal Legal Entity Identifier Foundation),India,vikas-panwar-86027432,https://www.linkedin.com/in/vikas-panwar-86027432/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vikash Jalan,Chief Operation Officer,Paytm,India,vikash-jalan-435531a,https://www.linkedin.com/in/vikash-jalan-435531a/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vikash-jalan-435531a/; margin=1.00,https://globalfintechfest.com/speakers
Manas Mishra,Chief Product Officer,PayU Payments,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Kamal Budhabhatti,Founder and Head of Innovation,Craft Silicon,Kenya,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Karthik Rajaram,General Manager and Country Head for India,ElevenLabs,India,karthik-rajaram-delivering-strategic-initiatives-for-india-,https://www.linkedin.com/in/karthik-rajaram-delivering-strategic-initiatives-for-india-/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sandeep Agarwal,"CTO - Security, India and South Asia",Cisco,India,sandeep-agarwal-9672956,https://www.linkedin.com/in/sandeep-agarwal-9672956/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Yash Desai,Co-founder,ZET,India,yash-desai-20a3b5b1,https://www.linkedin.com/in/yash-desai-20a3b5b1/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Kopal Vyas - Dhage,Chief Business Officer,NexNebula Technologies Pvt Ltd (Zrika),India,dr-kopalvyas,https://www.linkedin.com/in/dr-kopalvyas/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sandeep Chagger,Managing Director,Peach Payments,Mauritius,sandeepchagger,https://www.linkedin.com/in/sandeepchagger/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/sandeepchagger/; margin=1.00,https://globalfintechfest.com/speakers
Krishna Bhyravajosyula,Chief Product Officer,Perfios Software Solutions Pvt Ltd,India,bkrishnachaitanyafintech,https://www.linkedin.com/in/bkrishnachaitanyafintech/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Kunal Guha,"Managing Director Commerce Partnerships, APAC",Google,Singapore,kunalguha,https://www.linkedin.com/in/kunalguha/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Ruchi Chojer,Executive Director (AFD),Securities and Exchange Board of India,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Saravanakumar A,Managing Director & CEO,BOBCARD,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Shaji Varghese,Chief Executive Officer,Muthoot FinCorp,India,shaji-varghese-0678639,https://www.linkedin.com/in/shaji-varghese-0678639/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Kunal Rana,"Director, Merchant Partnerships",Google Pay,India,kunalrana,https://www.linkedin.com/in/kunalrana/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Kush Mehra,Chief Business Officer,Pine Labs,India,kush-mehra-3877707,https://www.linkedin.com/in/kush-mehra-3877707/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/kush-mehra-3877707/; margin=1.00,https://globalfintechfest.com/speakers
Satish Srivastava,Chief Executive Officer,GSTN,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Subharun Mukherjee,Senior Vice President Global Markets,CleverTap,India,subharun-mukherjee-002268a,https://www.linkedin.com/in/subharun-mukherjee-002268a/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Liberatha Kallat,Chairperson & Managing Director,Dreamfolks Services,India,liberatha-kallat-71316524,https://www.linkedin.com/in/liberatha-kallat-71316524/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Saujanya Dev,Head - Risk & Compliance,CRED,India,saujanyadev,https://www.linkedin.com/in/saujanyadev/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/saujanyadev/; margin=1.00,https://globalfintechfest.com/speakers
Sunil Kulkarni,Advisor,IAMAI-BCFI,India,sunil-kulkarni-12a3291,https://www.linkedin.com/in/sunil-kulkarni-12a3291/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Lokanath Panda,Chief Operating Officer,BLS E-Services Ltd.,India,lokanathpanda,https://www.linkedin.com/in/lokanathpanda/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vineet Sukumar,"Promotor, Founder & CEO",Vivriti Capital,India,vineetsukumar,https://www.linkedin.com/in/vineetsukumar/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vineetsukumar/; margin=1.00,https://globalfintechfest.com/speakers
Louis Liu,Founder & CEO,FOMO Pay,Singapore,liuxilouis,https://www.linkedin.com/in/liuxilouis/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/liuxilouis/; margin=1.00,https://globalfintechfest.com/speakers
Vaibhav Tambe,CEO and Co-Founder,TBX,India,vaibhav-tambe,https://www.linkedin.com/in/vaibhav-tambe/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vaibhav-tambe/; margin=1.00,https://globalfintechfest.com/speakers
Vinod Easwaran,Managing Director & CEO,Jio Payments Bank,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/vinodeaswaran/; margin=1.00,https://globalfintechfest.com/speakers
Madhu Menon V P,"Managing Director, Global Head of SC PrismFX Sales",Standard Chartered Bank,Singapore,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Mahesh Iyer,MD & CEO,Thomas Cook,India,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/mahesh-iyer-04b29a1/; margin=0.00,https://globalfintechfest.com/speakers
Mahesh Ramamoorthy,Chief Information Officer,YES Bank,India,maheshramamoorthy,https://www.linkedin.com/in/maheshramamoorthy/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/maheshramamoorthy/; margin=1.00,https://globalfintechfest.com/speakers
Manish Maheshwari,Country Business Head - India,Stripe,India,manishlens,https://www.linkedin.com/in/manishlens/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Manish Mimani,Founder & CEO,Protectt.ai Labs Pvt. Ltd.,India,manish-mimani-a09b734,https://www.linkedin.com/in/manish-mimani-a09b734/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sonia Asher,Executive Chairperson and Whole-Time Director,Paramotor Digital Technology Limited,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Milan Janardan Naik,Founder,BOXX Insurance,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Movin Jain,Founder,Skydo Technologies Private Limited,India,movinjain,https://www.linkedin.com/in/movinjain/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sophie Theen,Advisor,Paydock,United Kingdom,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Sorcha Sullivan-Williams,"Head of Digital Assets, International Developed Markets",Tradeweb,United Kingdom,sorcha-sullivan-williams,https://www.linkedin.com/in/sorcha-sullivan-williams/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Mujiruddin Shaikh,Chief Technology Officer,Reserve Bank Innovation Hub (RBIH),India,mujiruddin-shaikh-79b6641,https://www.linkedin.com/in/mujiruddin-shaikh-79b6641/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sridhar Narayana,Chief Business Officer,Perfios Software Solutions Pvt Ltd,India,sridharnarayan,https://www.linkedin.com/in/sridharnarayan/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Murali Mohan Rao Manduva,Chief Technology Officer,DCB Bank Ltd,India,muralimanduva,https://www.linkedin.com/in/muralimanduva/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Srijan Nagar,Co-Founder,FinBox,India,srijannagar,https://www.linkedin.com/in/srijannagar/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sriram Venkateswaran,Director (Engineering),Google,India,sviyer,https://www.linkedin.com/in/sviyer/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Nageen Kommu,CEO,Digitap AI,India,nageen-kommu-188aa338,https://www.linkedin.com/in/nageen-kommu-188aa338/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Subrat Mohanty,Executive Director,Axis Bank,India,subratmohanty,https://www.linkedin.com/in/subratmohanty/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/subratmohanty/; margin=1.00,https://globalfintechfest.com/speakers
Sudipto Nag,Group Head & Chief Credit Officer,Axis Bank,India,sudiptonag,https://www.linkedin.com/in/sudiptonag/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/sudiptonag/; margin=1.00,https://globalfintechfest.com/speakers
Neeraj Matiyani,"Head of India, DevRev",DevRev,India,matiyani,https://www.linkedin.com/in/matiyani/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sujeet Tyagi,Chief Operating Officer,Montran India,India,tyagisujeet,https://www.linkedin.com/in/tyagisujeet/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Nikhil Kurhe,CEO,Finarkein Analytics Private Limited,India,nikhilkurhe,https://www.linkedin.com/in/nikhilkurhe/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sumit Nigam,Chief Technology Officer,Perfios Software Solutions Pvt Ltd,India,sumit-nigam-557343,https://www.linkedin.com/in/sumit-nigam-557343/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Nikita Tambday,"Head of Product, Treasury Services",J.P. Morgan,India,nikita-tambday-86a3a011,https://www.linkedin.com/in/nikita-tambday-86a3a011/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Nishchay Ag,CEO & Co-Founder,Changejar Technologies,India,nishchay-ag-904b325,https://www.linkedin.com/in/nishchay-ag-904b325/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Sunit Bose,Chief Technology Officer,NexNebula Technologies Pvt Ltd (Zrika),India,sunit-bose-a5419028,https://www.linkedin.com/in/sunit-bose-a5419028/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Nitendra Rajput,"Senior Vice President & Head, AI Garage",Mastercard,India,nitendra-rajput,https://www.linkedin.com/in/nitendra-rajput/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Paritosh Kashyap,Executive Director,Kotak Mahindra Bank,India,paritosh-kashyap-6208a625,https://www.linkedin.com/in/paritosh-kashyap-6208a625/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/paritosh-kashyap-6208a625/; margin=1.00,https://globalfintechfest.com/speakers
Vikas Bansal,CEO,Amazon Pay India,India,vikas-bansal-59a723,https://www.linkedin.com/in/vikas-bansal-59a723/,matched,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vikas-bansal-59a723/; margin=1.00,https://globalfintechfest.com/speakers
Paroma Chatterjee,CEO,Revolut India,India,paroma-chatterjee-503193,https://www.linkedin.com/in/paroma-chatterjee-503193/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/paroma-chatterjee-503193/; margin=1.00,https://globalfintechfest.com/speakers
Vikram Raichura,Founder & MD,Helo.ai by VivaConnect,India,vikramraichura,https://www.linkedin.com/in/vikramraichura/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Vikram Sahu,CEO & Country Executive,Bank of America,India,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/vikram-sahu-62334bb8/; margin=0.00,https://globalfintechfest.com/speakers
Prachi Dharani Dharani,Co-founder & CEO,PayGlocal Technologies Pvt. Ltd.,India,prachi-dharani-94530a9,https://www.linkedin.com/in/prachi-dharani-94530a9/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Pranav Mishra,President & Consumer Banking Head - Distribution & Transformation,Kotak Mahindra Bank,India,,,ambiguous,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/pranav-mishra-4aa85b259/; margin=0.00,https://globalfintechfest.com/speakers
Vineet Sethi,Chief Growth and Marketing Officer,PayU Payments Pvt. Ltd,India,vineet-sethi-b24b807,https://www.linkedin.com/in/vineet-sethi-b24b807/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
William Ayub Mng'ong'ose,MANAGER PAYMENT SYSTEMS DEVELOPMENT AND SUPPORT,Bank of Tanzania,Tanzania,,,ambiguous,0.9,exact_name; company_match; candidate=https://www.linkedin.com/in/dr-william-ayub-mng’ong’ose-41374935b/; margin=0.10,https://globalfintechfest.com/speakers
Pranay Bipin Jhaveri,Managing Director - India & South Asia,Euronet Worldwide,India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Yanan Wu,Chairman/CEO,Surfin,Singapore,yananwu,https://www.linkedin.com/in/yananwu/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Pravin Kumar Sharma,Founder & CEO,Futuretek Commerce (GetePay),India,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Yannick Schneider,Head of Regulatory Solutions,Bundesanzeiger Verlag GmbH,Germany,yannick-schneider-828781137,https://www.linkedin.com/in/yannick-schneider-828781137/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Priyam Bose,"Global Head GTM, Truecaller for Business",Truecaller,India,priyam-bose-2373aa9,https://www.linkedin.com/in/priyam-bose-2373aa9/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Raj Kasi,General Manager,Hello Clever,Singapore,,,not_found,0.0,no eligible personal LinkedIn result,https://globalfintechfest.com/speakers
Yuvraj Singh Shekhawat,"CBO, Merchant Business",PhonePe,India,yuvrajsinghshekhawat,https://www.linkedin.com/in/yuvrajsinghshekhawat/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/yuvrajsinghshekhawat/; margin=0.40,https://globalfintechfest.com/speakers
Rajappa Tadepalli,CEO,ASPIRE - IITB Research Park Foundation,India,rajappa-tadepalli,https://www.linkedin.com/in/rajappa-tadepalli/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Rajesh Saxena,"CEO, Consumer Banking",Intellect Design Arena Limited,India,rajesh-saxena-033ab44,https://www.linkedin.com/in/rajesh-saxena-033ab44/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/rajesh-saxena-033ab44/; margin=1.00,https://globalfintechfest.com/speakers
Rajith Shaji,Co-founder & CEO,Volopay,Singapore,rajiths,https://www.linkedin.com/in/rajiths/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Rajiv Naresh,Managing Director & CEO,Navi Limited,India,rajivnaresh,https://www.linkedin.com/in/rajivnaresh/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/rajivnaresh/; margin=1.00,https://globalfintechfest.com/speakers
Rama Mohan Rao Amara,MD (RB & O),State Bank of India,India,,,ambiguous,0.6,exact_name; candidate=https://www.linkedin.com/in/ramamara/; margin=1.00,https://globalfintechfest.com/speakers
Ramakrishnan Gopalan,"Head of Products & Solutions, India and South Asia",Visa,India,ramakrishnan-gopalan-a909062,https://www.linkedin.com/in/ramakrishnan-gopalan-a909062/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Ramanathan RV,Co-founder and CEO,Hyperface,India,ramanathanrv,https://www.linkedin.com/in/ramanathanrv/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/ramanathanrv/; margin=1.00,https://globalfintechfest.com/speakers
Rana Ashutosh Kumar Singh,"Managing Director (IB, GM&T)",State Bank of India,India,rana-ashutosh-kumar-singh-36966931,https://www.linkedin.com/in/rana-ashutosh-kumar-singh-36966931/,matched,1.0,exact_name; company_match; designation_match; candidate=https://www.linkedin.com/in/rana-ashutosh-kumar-singh-36966931/; margin=1.00,https://globalfintechfest.com/speakers
Ranjan R Reddy,Founder and CEO,Bureau,United States of America,ranjanready,https://www.linkedin.com/in/ranjanready/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Ranvir Singh,"Founder, Chairman and Chief Executive Officer",Kissht,India,ranvir-singh-23701719,https://www.linkedin.com/in/ranvir-singh-23701719/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
Raoul Nanavati,CEO,Navana Tech India,India,raoul-nanavati-39403b1a,https://www.linkedin.com/in/raoul-nanavati-39403b1a/,provided,1.0,event page linkedinProfile,https://globalfintechfest.com/speakers
